county,precinct,office,district,party,candidate,absentee,polling,votes
Woodbury,1 SANDY KEANE DANCE,Treasurer of State,,Libertarian Party,Keith A. Laube,4.0,15.0,19.0
Woodbury,10 FIRST CONGREGATIONAL,Treasurer of State,,Libertarian Party,Keith A. Laube,10.0,14.0,24.0
Woodbury,11 GIRLS INC,Treasurer of State,,Libertarian Party,Keith A. Laube,5.0,9.0,14.0
Woodbury,12 ST JOHN LUTHERAN,Treasurer of State,,Libertarian Party,Keith A. Laube,8.0,11.0,19.0
Woodbury,13 SC TRANSIT SYSTEM,Treasurer of State,,Libertarian Party,Keith A. Laube,7.0,4.0,11.0
Woodbury,14 BOYS & GIRLS HOME,Treasurer of State,,Libertarian Party,Keith A. Laube,4.0,7.0,11.0
Woodbury,15 PEACE REFORMED/CONCORD,Treasurer of State,,Libertarian Party,Keith A. Laube,19.0,13.0,32.0
Woodbury,16 TRIMBLE UNITED METH CH,Treasurer of State,,Libertarian Party,Keith A. Laube,11.0,14.0,25.0
Woodbury,17 SC BAPTIST CHURCH,Treasurer of State,,Libertarian Party,Keith A. Laube,7.0,6.0,13.0
Woodbury,18 CALVARY LUTHERAN,Treasurer of State,,Libertarian Party,Keith A. Laube,8.0,14.0,22.0
Woodbury,19 CENTRAL BAPTIST CHURCH,Treasurer of State,,Libertarian Party,Keith A. Laube,7.0,9.0,16.0
Woodbury,2 CROSS POINTE CHURCH,Treasurer of State,,Libertarian Party,Keith A. Laube,6.0,14.0,20.0
Woodbury,20 AUGUSTANA LUTHERAN,Treasurer of State,,Libertarian Party,Keith A. Laube,1.0,8.0,9.0
Woodbury,21 M'SIDE LUTHERAN CHURCH,Treasurer of State,,Libertarian Party,Keith A. Laube,7.0,9.0,16.0
Woodbury,22 MORNINGSIDE LIBRARY,Treasurer of State,,Libertarian Party,Keith A. Laube,7.0,11.0,18.0
Woodbury,23 THIRD PRESBYTERIAN,Treasurer of State,,Libertarian Party,Keith A. Laube,10.0,14.0,24.0
Woodbury,24 WASHINGTON HEIGHTS,Treasurer of State,,Libertarian Party,Keith A. Laube,6.0,15.0,21.0
Woodbury,25 M'SIDE COLLEGE EPPLEY,Treasurer of State,,Libertarian Party,Keith A. Laube,10.0,15.0,25.0
Woodbury,26 EAST MIDDLE SCHOOL,Treasurer of State,,Libertarian Party,Keith A. Laube,7.0,9.0,16.0
Woodbury,27 ST JAMES UNITED METH.,Treasurer of State,,Libertarian Party,Keith A. Laube,3.0,16.0,19.0
Woodbury,28 REDEEMER LUTHERAN,Treasurer of State,,Libertarian Party,Keith A. Laube,11.0,17.0,28.0
Woodbury,29 SGT BLUFF EAST/WDBY,Treasurer of State,,Libertarian Party,Keith A. Laube,2.0,14.0,16.0
Woodbury,3 CONCORDIA LUTHERAN,Treasurer of State,,Libertarian Party,Keith A. Laube,9.0,15.0,24.0
Woodbury,30 SGT BLUFF WEST,Treasurer of State,,Libertarian Party,Keith A. Laube,7.0,15.0,22.0
Woodbury,31 SALIX/LIB-LAK TWP,Treasurer of State,,Libertarian Party,Keith A. Laube,2.0,14.0,16.0
Woodbury,32 BRONSON/FLO-GRG TWP,Treasurer of State,,Libertarian Party,Keith A. Laube,1.0,9.0,10.0
Woodbury,33 PIERSON/RUTLAND TWP,Treasurer of State,,Libertarian Party,Keith A. Laube,0.0,5.0,5.0
Woodbury,34 C'VILLE/KED-UNI TWP,Treasurer of State,,Libertarian Party,Keith A. Laube,5.0,6.0,11.0
Woodbury,35 MOVILLE/ARL-MOV-WOL TW,Treasurer of State,,Libertarian Party,Keith A. Laube,6.0,12.0,18.0
Woodbury,36 LAWTON/BANNER TWP,Treasurer of State,,Libertarian Party,Keith A. Laube,1.0,9.0,10.0
Woodbury,37 CLIMBING HILL/GRT-WES,Treasurer of State,,Libertarian Party,Keith A. Laube,4.0,4.0,8.0
Woodbury,38 SLOAN/SLOAN TWP,Treasurer of State,,Libertarian Party,Keith A. Laube,0.0,13.0,13.0
Woodbury,39 HORNICK/WILLOW TWP,Treasurer of State,,Libertarian Party,Keith A. Laube,0.0,2.0,2.0
Woodbury,4 SIOUXLAND CENTER,Treasurer of State,,Libertarian Party,Keith A. Laube,5.0,2.0,7.0
Woodbury,40 ANTHON/MILLER TWP,Treasurer of State,,Libertarian Party,Keith A. Laube,2.0,6.0,8.0
Woodbury,41 DANBURY/LIS-MOR TWP,Treasurer of State,,Libertarian Party,Keith A. Laube,2.0,3.0,5.0
Woodbury,42 SMITHLAND/LITTLE SIOUX,Treasurer of State,,Libertarian Party,Keith A. Laube,1.0,4.0,5.0
Woodbury,43 OTO/OTO TWP,Treasurer of State,,Libertarian Party,Keith A. Laube,2.0,1.0,3.0
Woodbury,44 CUSHING/ROCK TWP,Treasurer of State,,Libertarian Party,Keith A. Laube,4.0,2.0,6.0
Woodbury,5 RIVERSIDE LUTHERAN,Treasurer of State,,Libertarian Party,Keith A. Laube,13.0,14.0,27.0
Woodbury,6 FAITH LUTHERAN CHURCH,Treasurer of State,,Libertarian Party,Keith A. Laube,5.0,12.0,17.0
Woodbury,7 CRESCENT PARK SCHOOL,Treasurer of State,,Libertarian Party,Keith A. Laube,6.0,21.0,27.0
Woodbury,8 MT. ZION BAPTIST CHURCH,Treasurer of State,,Libertarian Party,Keith A. Laube,5.0,7.0,12.0
Woodbury,9 MIDTOWN FAMILY COMM CTR,Treasurer of State,,Libertarian Party,Keith A. Laube,3.0,4.0,7.0
Woodbury,,Treasurer of State,,Libertarian Party,Keith A. Laube,,,681.0
Worth,Barton/Deer Creek/Union/Grafton,Treasurer of State,,Libertarian Party,Keith A. Laube,2.0,10.0,12.0
Worth,Bristol/Silver Lake/Joice,Treasurer of State,,Libertarian Party,Keith A. Laube,5.0,7.0,12.0
Worth,Brookfield/Kensett,Treasurer of State,,Libertarian Party,Keith A. Laube,0.0,12.0,12.0
Worth,Danville/Hanlontown,Treasurer of State,,Libertarian Party,Keith A. Laube,0.0,8.0,8.0
Worth,Deer Creek/Grove/Hartland/Northwood,Treasurer of State,,Libertarian Party,Keith A. Laube,12.0,21.0,33.0
Worth,Fertile,Treasurer of State,,Libertarian Party,Keith A. Laube,2.0,9.0,11.0
Worth,Lincoln/Manly,Treasurer of State,,Libertarian Party,Keith A. Laube,0.0,12.0,12.0
Worth,,Treasurer of State,,Libertarian Party,Keith A. Laube,,,100.0
Wright,Belmond,Treasurer of State,,Libertarian Party,Keith A. Laube,7.0,25.0,32.0
Wright,Clarion,Treasurer of State,,Libertarian Party,Keith A. Laube,12.0,21.0,33.0
Wright,Dows,Treasurer of State,,Libertarian Party,Keith A. Laube,1.0,14.0,15.0
Wright,Eagle Grove #1,Treasurer of State,,Libertarian Party,Keith A. Laube,2.0,3.0,5.0
Wright,Eagle Grove #2,Treasurer of State,,Libertarian Party,Keith A. Laube,0.0,6.0,6.0
Wright,Eagle Grove #3,Treasurer of State,,Libertarian Party,Keith A. Laube,1.0,6.0,7.0
Wright,Eagle Grove #4,Treasurer of State,,Libertarian Party,Keith A. Laube,3.0,7.0,10.0
Wright,Eagle Grove/Troy,Treasurer of State,,Libertarian Party,Keith A. Laube,2.0,4.0,6.0
Wright,Goldfield,Treasurer of State,,Libertarian Party,Keith A. Laube,2.0,9.0,11.0
Wright,Rural Clarion,Treasurer of State,,Libertarian Party,Keith A. Laube,4.0,7.0,11.0
Wright,,Treasurer of State,,Libertarian Party,Keith A. Laube,,,136.0
Statewide,,Treasurer of State,,Libertarian Party,Keith A. Laube,,,36945.0
Adair,1NW,Treasurer of State,,,Write-in,0.0,0.0,0.0
Adair,2NE,Treasurer of State,,,Write-in,0.0,0.0,0.0
Adair,3SW,Treasurer of State,,,Write-in,1.0,0.0,1.0
Adair,4SE,Treasurer of State,,,Write-in,0.0,0.0,0.0
Adair,5GF,Treasurer of State,,,Write-in,1.0,1.0,2.0
Adair,,Treasurer of State,,,Write-in,,,3.0
Adams,Adams 1,Treasurer of State,,,Write-in,0.0,0.0,0.0
Adams,Adams 2,Treasurer of State,,,Write-in,0.0,0.0,0.0
Adams,Adams 3,Treasurer of State,,,Write-in,0.0,0.0,0.0
Adams,Adams 4,Treasurer of State,,,Write-in,0.0,0.0,0.0
Adams,Adams 5,Treasurer of State,,,Write-in,0.0,1.0,1.0
Adams,,Treasurer of State,,,Write-in,,,1.0
Allamakee,Pct 1 - WL/HV,Treasurer of State,,,Write-in,0.0,1.0,1.0
Allamakee,Pct 10 - Waukon 2,Treasurer of State,,,Write-in,0.0,0.0,0.0
Allamakee,Pct 11 - Waukon 3,Treasurer of State,,,Write-in,0.0,0.0,0.0
Allamakee,Pct 2 - FC/JF/LL/MK/UP,Treasurer of State,,,Write-in,0.0,0.0,0.0
Allamakee,Pct 3 - PO/FK,Treasurer of State,,,Write-in,0.0,0.0,0.0
Allamakee,Pct 4 - PV City,Treasurer of State,,,Write-in,0.0,0.0,0.0
Allamakee,Pct 5 - LT/PC/WV City,Treasurer of State,,,Write-in,0.0,0.0,0.0
Allamakee,Pct 6 - FV/TL/HF City,Treasurer of State,,,Write-in,0.0,0.0,0.0
Allamakee,Pct 7 - CN/LF/LS/LS City,Treasurer of State,,,Write-in,0.0,0.0,0.0
Allamakee,Pct 8 - IA/UC/NA City,Treasurer of State,,,Write-in,0.0,0.0,0.0
Allamakee,Pct 9 - Waukon 1,Treasurer of State,,,Write-in,1.0,0.0,1.0
Allamakee,,Treasurer of State,,,Write-in,,,2.0
Appanoose,Bellair/Lincoln,Treasurer of State,,,Write-in,0.0,0.0,0.0
Appanoose,Caldwell Township,Treasurer of State,,,Write-in,0.0,0.0,0.0
Appanoose,Centerville Ward 1,Treasurer of State,,,Write-in,0.0,0.0,0.0
Appanoose,Centerville Ward 2,Treasurer of State,,,Write-in,1.0,0.0,1.0
Appanoose,Centerville Ward 3,Treasurer of State,,,Write-in,0.0,0.0,0.0
Appanoose,Johns/Independence,Treasurer of State,,,Write-in,0.0,0.0,0.0
Appanoose,Pleasant/Franklin,Treasurer of State,,,Write-in,0.0,1.0,1.0
Appanoose,Taylor/Chariton,Treasurer of State,,,Write-in,0.0,0.0,0.0
Appanoose,Udell Township,Treasurer of State,,,Write-in,0.0,0.0,0.0
Appanoose,Union Township,Treasurer of State,,,Write-in,0.0,0.0,0.0
Appanoose,Vermillion/Douglas/Sharon,Treasurer of State,,,Write-in,0.0,0.0,0.0
Appanoose,Walnut Township,Treasurer of State,,,Write-in,0.0,0.0,0.0
Appanoose,Washington/Wells,Treasurer of State,,,Write-in,0.0,0.0,0.0
Appanoose,,Treasurer of State,,,Write-in,,,2.0
Audubon,Precinct One,Treasurer of State,,,Write-in,1.0,0.0,1.0
Audubon,Precinct Two,Treasurer of State,,,Write-in,0.0,0.0,0.0
Audubon,,Treasurer of State,,,Write-in,,,1.0
Benton,Belle Plaine 1,Treasurer of State,,,Write-in,0.0,0.0,0.0
Benton,Belle Plaine 2,Treasurer of State,,,Write-in,0.0,0.0,0.0
Benton,Belle Plaine 3,Treasurer of State,,,Write-in,0.0,1.0,1.0
Benton,Benton-Canton-Shellsburg,Treasurer of State,,,Write-in,0.0,1.0,1.0
Benton,Big Grove-Union-Van Horne,Treasurer of State,,,Write-in,0.0,0.0,0.0
Benton,Bruce-Cedar-Mt Auburn,Treasurer of State,,,Write-in,0.0,0.0,0.0
Benton,Eden-Harrison-Taylor,Treasurer of State,,,Write-in,0.0,0.0,0.0
Benton,Eldorado-Newhall,Treasurer of State,,,Write-in,0.0,0.0,0.0
Benton,Florence-St Clair-Norway,Treasurer of State,,,Write-in,0.0,0.0,0.0
Benton,Fremont-Atkins,Treasurer of State,,,Write-in,0.0,0.0,0.0
Benton,Homer-Monroe-Jackson-Garrison,Treasurer of State,,,Write-in,0.0,0.0,0.0
Benton,Iowa-Leroy-Luzerne-Blairstown,Treasurer of State,,,Write-in,0.0,0.0,0.0
Benton,Kane-Keystone,Treasurer of State,,,Write-in,0.0,0.0,0.0
Benton,Polk-Urbana,Treasurer of State,,,Write-in,0.0,0.0,0.0
Benton,Vinton 1,Treasurer of State,,,Write-in,0.0,0.0,0.0
Benton,Vinton 2,Treasurer of State,,,Write-in,0.0,0.0,0.0
Benton,Vinton 3,Treasurer of State,,,Write-in,0.0,0.0,0.0
Benton,Vinton 4,Treasurer of State,,,Write-in,0.0,0.0,0.0
Benton,Walford,Treasurer of State,,,Write-in,0.0,1.0,1.0
Benton,,Treasurer of State,,,Write-in,,,3.0
Black Hawk,Barclay Lester Dunkerton,Treasurer of State,,,Write-in,0.0,0.0,0.0
Black Hawk,Bennington,Treasurer of State,,,Write-in,0.0,0.0,0.0
Black Hawk,Big Creek La Porte,Treasurer of State,,,Write-in,0.0,0.0,0.0
Black Hawk,Black Hawk Hudson Lincoln,Treasurer of State,,,Write-in,0.0,0.0,0.0
Black Hawk,Cedar Orange,Treasurer of State,,,Write-in,0.0,0.0,0.0
Black Hawk,CF W1 P1,Treasurer of State,,,Write-in,0.0,0.0,0.0
Black Hawk,CF W1 P2,Treasurer of State,,,Write-in,0.0,1.0,1.0
Black Hawk,CF W1 P3,Treasurer of State,,,Write-in,0.0,1.0,1.0
Black Hawk,CF W2 P1,Treasurer of State,,,Write-in,0.0,0.0,0.0
Black Hawk,CF W2 P2 & CF Twp,Treasurer of State,,,Write-in,0.0,0.0,0.0
Black Hawk,CF W2 P3,Treasurer of State,,,Write-in,0.0,0.0,0.0
Black Hawk,CF W3 P1,Treasurer of State,,,Write-in,0.0,0.0,0.0
Black Hawk,CF W3 P2,Treasurer of State,,,Write-in,0.0,0.0,0.0
Black Hawk,CF W3 P3,Treasurer of State,,,Write-in,0.0,0.0,0.0
Black Hawk,CF W4 P1,Treasurer of State,,,Write-in,1.0,2.0,3.0
Black Hawk,CF W4 P2,Treasurer of State,,,Write-in,0.0,0.0,0.0
Black Hawk,CF W4 P3,Treasurer of State,,,Write-in,0.0,0.0,0.0
Black Hawk,CF W5 P1,Treasurer of State,,,Write-in,2.0,0.0,2.0
Black Hawk,CF W5 P2,Treasurer of State,,,Write-in,0.0,1.0,1.0
Black Hawk,CF W5 P3,Treasurer of State,,,Write-in,0.0,0.0,0.0
Black Hawk,Eagle,Treasurer of State,,,Write-in,0.0,0.0,0.0
Black Hawk,Elk Run Heights & Raymond,Treasurer of State,,,Write-in,0.0,0.0,0.0
Black Hawk,Evansdale W1,Treasurer of State,,,Write-in,0.0,0.0,0.0
Black Hawk,Evansdale W2,Treasurer of State,,,Write-in,0.0,0.0,0.0
Black Hawk,Evansdale W3,Treasurer of State,,,Write-in,0.0,0.0,0.0
Black Hawk,Evansdale W4,Treasurer of State,,,Write-in,0.0,0.0,0.0
Black Hawk,Mt Vernon,Treasurer of State,,,Write-in,0.0,0.0,0.0
Black Hawk,Poyner P1 & East Wloo,Treasurer of State,,,Write-in,0.0,0.0,0.0
Black Hawk,Poyner P2 Fox Gilbert Jesup,Treasurer of State,,,Write-in,0.0,1.0,1.0
Black Hawk,Spring Creek,Treasurer of State,,,Write-in,0.0,0.0,0.0
Black Hawk,Union,Treasurer of State,,,Write-in,0.0,0.0,0.0
Black Hawk,Washington Janesville,Treasurer of State,,,Write-in,0.0,0.0,0.0
Black Hawk,WL 1-1,Treasurer of State,,,Write-in,0.0,0.0,0.0
Black Hawk,WL 1-2,Treasurer of State,,,Write-in,0.0,0.0,0.0
Black Hawk,WL 1-3,Treasurer of State,,,Write-in,0.0,1.0,1.0
Black Hawk,WL 1-4,Treasurer of State,,,Write-in,0.0,0.0,0.0
Black Hawk,WL 1-5,Treasurer of State,,,Write-in,0.0,1.0,1.0
Black Hawk,WL 1-6,Treasurer of State,,,Write-in,0.0,1.0,1.0
Black Hawk,WL 2-1,Treasurer of State,,,Write-in,0.0,1.0,1.0
Black Hawk,WL 2-2,Treasurer of State,,,Write-in,0.0,0.0,0.0
Black Hawk,WL 2-3,Treasurer of State,,,Write-in,0.0,0.0,0.0
Black Hawk,WL 2-4,Treasurer of State,,,Write-in,0.0,1.0,1.0
Black Hawk,WL 2-5,Treasurer of State,,,Write-in,0.0,0.0,0.0
Black Hawk,WL 2-6,Treasurer of State,,,Write-in,1.0,1.0,2.0
Black Hawk,WL 3-1,Treasurer of State,,,Write-in,0.0,0.0,0.0
Black Hawk,WL 3-2,Treasurer of State,,,Write-in,0.0,0.0,0.0
Black Hawk,WL 3-3,Treasurer of State,,,Write-in,0.0,0.0,0.0
Black Hawk,WL 3-4,Treasurer of State,,,Write-in,0.0,0.0,0.0
Black Hawk,WL 3-5,Treasurer of State,,,Write-in,0.0,0.0,0.0
Black Hawk,WL 3-6,Treasurer of State,,,Write-in,0.0,0.0,0.0
Black Hawk,WL 4-1,Treasurer of State,,,Write-in,0.0,1.0,1.0
Black Hawk,WL 4-2,Treasurer of State,,,Write-in,1.0,0.0,1.0
Black Hawk,WL 4-3,Treasurer of State,,,Write-in,0.0,0.0,0.0
Black Hawk,WL 4-4,Treasurer of State,,,Write-in,0.0,0.0,0.0
Black Hawk,WL 4-5,Treasurer of State,,,Write-in,0.0,0.0,0.0
Black Hawk,WL 4-6,Treasurer of State,,,Write-in,0.0,1.0,1.0
Black Hawk,WL 5-1,Treasurer of State,,,Write-in,0.0,0.0,0.0
Black Hawk,WL 5-2,Treasurer of State,,,Write-in,0.0,0.0,0.0
Black Hawk,WL 5-3,Treasurer of State,,,Write-in,0.0,0.0,0.0
Black Hawk,WL 5-4,Treasurer of State,,,Write-in,0.0,0.0,0.0
Black Hawk,WL 5-5,Treasurer of State,,,Write-in,0.0,1.0,1.0
Black Hawk,WL 5-6,Treasurer of State,,,Write-in,0.0,0.0,0.0
Black Hawk,,Treasurer of State,,,Write-in,,,20.0
Boone,Boone 1st Ward,Treasurer of State,,,Write-in,0.0,0.0,0.0
Boone,Boone 2nd Ward,Treasurer of State,,,Write-in,0.0,1.0,1.0
Boone,Boone 3rd Ward,Treasurer of State,,,Write-in,0.0,0.0,0.0
Boone,Boone 4th Ward,Treasurer of State,,,Write-in,0.0,2.0,2.0
Boone,Boone 5th Ward,Treasurer of State,,,Write-in,0.0,0.0,0.0
Boone,Madrid 1st Ward,Treasurer of State,,,Write-in,0.0,0.0,0.0
Boone,Madrid 2nd Ward,Treasurer of State,,,Write-in,0.0,0.0,0.0
Boone,Madrid 3rd Ward,Treasurer of State,,,Write-in,0.0,0.0,0.0
Boone,Ogden,Treasurer of State,,,Write-in,0.0,0.0,0.0
Boone,Rural Precinct 1,Treasurer of State,,,Write-in,0.0,0.0,0.0
Boone,Rural Precinct 2,Treasurer of State,,,Write-in,0.0,0.0,0.0
Boone,Rural Precinct 3,Treasurer of State,,,Write-in,0.0,0.0,0.0
Boone,Rural Precinct 4,Treasurer of State,,,Write-in,0.0,0.0,0.0
Boone,Rural Precinct 5,Treasurer of State,,,Write-in,0.0,0.0,0.0
Boone,Rural Precinct 6,Treasurer of State,,,Write-in,0.0,0.0,0.0
Boone,,Treasurer of State,,,Write-in,,,3.0
Bremer,CITY OF DENVER/JEFFERSON TWP,Treasurer of State,,,Write-in,0.0,0.0,0.0
Bremer,CITY OF FREDERIKA- FREDERIKA & LEROY TWP,Treasurer of State,,,Write-in,0.0,0.0,0.0
Bremer,CITY OF JANESVILLE/JACKSON TWP,Treasurer of State,,,Write-in,0.0,0.0,0.0
Bremer,CITY OF PLAINFIELD/POLK TWP/DOUGLAS TWP,Treasurer of State,,,Write-in,0.0,1.0,1.0
Bremer,CITY OF READLYN- MAXFIELD & FRANKLIN TWP,Treasurer of State,,,Write-in,0.0,0.0,0.0
Bremer,CITY OF SUMNER/SUMNER TWP/DAYTON TWP,Treasurer of State,,,Write-in,0.0,0.0,0.0
Bremer,CITY OF TRIPOLI/FREMONT,Treasurer of State,,,Write-in,0.0,0.0,0.0
Bremer,LAFAYETTE TWP/WARREN TWPS,Treasurer of State,,,Write-in,0.0,0.0,0.0
Bremer,WAVERLY WARD I/E WASHINGTON TWP,Treasurer of State,,,Write-in,0.0,0.0,0.0
Bremer,WAVERLY WARD II/NE 1/4 SEC 36 WASHINGTON TWP,Treasurer of State,,,Write-in,0.0,0.0,0.0
Bremer,WAVERLY WARD III,Treasurer of State,,,Write-in,0.0,0.0,0.0
Bremer,WAVERLY WARD IV,Treasurer of State,,,Write-in,0.0,1.0,1.0
Bremer,WAVERLY WARD V/W WASHINGTON TWP,Treasurer of State,,,Write-in,0.0,0.0,0.0
Bremer,,Treasurer of State,,,Write-in,,,2.0
Buchanan,Aurora,Treasurer of State,,,Write-in,0.0,0.0,0.0
Buchanan,Brandon,Treasurer of State,,,Write-in,0.0,0.0,0.0
Buchanan,Fairbank,Treasurer of State,,,Write-in,0.0,0.0,0.0
Buchanan,Hazleton,Treasurer of State,,,Write-in,0.0,0.0,0.0
Buchanan,Independence 1st Ward,Treasurer of State,,,Write-in,0.0,0.0,0.0
Buchanan,Independence 2nd Ward,Treasurer of State,,,Write-in,0.0,0.0,0.0
Buchanan,Independence 3rd Ward,Treasurer of State,,,Write-in,0.0,0.0,0.0
Buchanan,Independence 4th Ward,Treasurer of State,,,Write-in,0.0,0.0,0.0
Buchanan,Independence 5th Ward,Treasurer of State,,,Write-in,0.0,0.0,0.0
Buchanan,Jesup,Treasurer of State,,,Write-in,0.0,0.0,0.0
Buchanan,Middlefield-Newton,Treasurer of State,,,Write-in,0.0,0.0,0.0
Buchanan,Perry-Westburg,Treasurer of State,,,Write-in,0.0,0.0,0.0
Buchanan,Quasqueton,Treasurer of State,,,Write-in,0.0,1.0,1.0
Buchanan,Rowley,Treasurer of State,,,Write-in,0.0,1.0,1.0
Buchanan,Winthrop,Treasurer of State,,,Write-in,0.0,0.0,0.0
Buchanan,,Treasurer of State,,,Write-in,,,2.0
Buena Vista,ACFC,Treasurer of State,,,Write-in,0.0,0.0,0.0
Buena Vista,ALNE,Treasurer of State,,,Write-in,0.0,0.0,0.0
Buena Vista,LKHM,Treasurer of State,,,Write-in,0.0,0.0,0.0
Buena Vista,NENP,Treasurer of State,,,Write-in,0.0,0.0,0.0
Buena Vista,SL01,Treasurer of State,,,Write-in,0.0,0.0,0.0
Buena Vista,SL02,Treasurer of State,,,Write-in,0.0,0.0,0.0
Buena Vista,SL03,Treasurer of State,,,Write-in,0.0,0.0,0.0
Buena Vista,SL04,Treasurer of State,,,Write-in,0.0,0.0,0.0
Buena Vista,SMLR,Treasurer of State,,,Write-in,0.0,0.0,0.0
Buena Vista,TRWG,Treasurer of State,,,Write-in,0.0,0.0,0.0
Buena Vista,,Treasurer of State,,,Write-in,,,0.0
Butler,1-GR,Treasurer of State,,,Write-in,1.0,1.0,2.0
Butler,2-CL,Treasurer of State,,,Write-in,0.0,0.0,0.0
Butler,3-DU,Treasurer of State,,,Write-in,1.0,1.0,2.0
Butler,4-AL,Treasurer of State,,,Write-in,0.0,0.0,0.0
Butler,5-AP,Treasurer of State,,,Write-in,0.0,0.0,0.0
Butler,6-SR,Treasurer of State,,,Write-in,0.0,0.0,0.0
Butler,7-PB,Treasurer of State,,,Write-in,0.0,0.0,0.0
Butler,8-NH,Treasurer of State,,,Write-in,0.0,1.0,1.0
Butler,,Treasurer of State,,,Write-in,,,5.0
Calhoun,Butler- Williams,Treasurer of State,,,Write-in,0.0,0.0,0.0
Calhoun,Calhoun- Jackson- EG- LK,Treasurer of State,,,Write-in,0.0,0.0,0.0
Calhoun,Cedar,Treasurer of State,,,Write-in,0.0,0.0,0.0
Calhoun,Center- Logan- TL- GA- L,Treasurer of State,,,Write-in,0.0,0.0,0.0
Calhoun,Greenfield & Lincoln 2,Treasurer of State,,,Write-in,0.0,0.0,0.0
Calhoun,Lincoln 1,Treasurer of State,,,Write-in,1.0,0.0,1.0
Calhoun,Reading,Treasurer of State,,,Write-in,0.0,0.0,0.0
Calhoun,Rockwell City,Treasurer of State,,,Write-in,0.0,1.0,1.0
Calhoun,Sherman,Treasurer of State,,,Write-in,0.0,1.0,1.0
Calhoun,Union,Treasurer of State,,,Write-in,0.0,0.0,0.0
Calhoun,,Treasurer of State,,,Write-in,,,3.0
Carroll,Arcadia,Treasurer of State,,,Write-in,0.0,0.0,0.0
Carroll,Carroll Ward Four,Treasurer of State,,,Write-in,0.0,0.0,0.0
Carroll,Carroll Ward One,Treasurer of State,,,Write-in,0.0,0.0,0.0
Carroll,Carroll Ward Three &amp; S1/2 Maple River Twp,Treasurer of State,,,Write-in,1.0,1.0,2.0
Carroll,Carroll Ward Two &amp; N1/2 Maple River Twp,Treasurer of State,,,Write-in,0.0,1.0,1.0
Carroll,Eden,Treasurer of State,,,Write-in,0.0,0.0,0.0
Carroll,Ewoldt,Treasurer of State,,,Write-in,0.0,1.0,1.0
Carroll,Glidden-Richland,Treasurer of State,,,Write-in,0.0,0.0,0.0
Carroll,Pleasant Valley-Newton,Treasurer of State,,,Write-in,0.0,0.0,0.0
Carroll,Sheridan-Grant-Jasper,Treasurer of State,,,Write-in,0.0,0.0,0.0
Carroll,Union,Treasurer of State,,,Write-in,0.0,0.0,0.0
Carroll,Washington-Roselle,Treasurer of State,,,Write-in,0.0,0.0,0.0
Carroll,Wheatland-Kniest,Treasurer of State,,,Write-in,0.0,0.0,0.0
Carroll,,Treasurer of State,,,Write-in,,,4.0
Cass,Atlantic 1,Treasurer of State,,,Write-in,0.0,0.0,0.0
Cass,Atlantic 2,Treasurer of State,,,Write-in,0.0,1.0,1.0
Cass,Atlantic 3,Treasurer of State,,,Write-in,0.0,0.0,0.0
Cass,Atlantic 4,Treasurer of State,,,Write-in,0.0,0.0,0.0
Cass,Atlantic 5,Treasurer of State,,,Write-in,0.0,0.0,0.0
Cass,Bear Grove- Cass Twp/Lewis,Treasurer of State,,,Write-in,0.0,0.0,0.0
Cass,Benton- Franklin Twp/Wiota,Treasurer of State,,,Write-in,0.0,0.0,0.0
Cass,Brighton- Grove- Pymosa- Washington Twp/Marne,Treasurer of State,,,Write-in,0.0,0.0,0.0
Cass,Enda- Victoria Twp,Treasurer of State,,,Write-in,0.0,0.0,0.0
Cass,Grant- Lincoln Twp/Anita,Treasurer of State,,,Write-in,1.0,0.0,1.0
Cass,Massena Twp/Massena City,Treasurer of State,,,Write-in,0.0,0.0,0.0
Cass,Noble- Pleasant Twp/Griswold,Treasurer of State,,,Write-in,0.0,1.0,1.0
Cass,Union Twp/Cumberland,Treasurer of State,,,Write-in,0.0,0.0,0.0
Cass,,Treasurer of State,,,Write-in,,,3.0
Cedar,CASS/CENTER/IOWA/ROCHESTER,Treasurer of State,,,Write-in,0.0,0.0,0.0
Cedar,DAYTON/FAIRFIELD,Treasurer of State,,,Write-in,0.0,0.0,0.0
Cedar,FARMINGTON/SUGAR CREEK,Treasurer of State,,,Write-in,0.0,0.0,0.0
Cedar,FREMONT/RED OAK,Treasurer of State,,,Write-in,0.0,0.0,0.0
Cedar,GOWER/SPRINGDALE,Treasurer of State,,,Write-in,0.0,0.0,0.0
Cedar,INLAND,Treasurer of State,,,Write-in,0.0,0.0,0.0
Cedar,LINN/PIONEER,Treasurer of State,,,Write-in,0.0,0.0,0.0
Cedar,MASSILLON/SPRINGFIELD,Treasurer of State,,,Write-in,0.0,2.0,2.0
Cedar,TIPTON 1,Treasurer of State,,,Write-in,0.0,1.0,1.0
Cedar,TIPTON 2,Treasurer of State,,,Write-in,2.0,0.0,2.0
Cedar,TIPTON 3,Treasurer of State,,,Write-in,0.0,0.0,0.0
Cedar,WEST BRANCH 1,Treasurer of State,,,Write-in,0.0,0.0,0.0
Cedar,,Treasurer of State,,,Write-in,,,5.0
Cerro Gordo,Clear Lake - Grant - Union,Treasurer of State,,,Write-in,0.0,0.0,0.0
Cerro Gordo,Clear Lake - Ward 1,Treasurer of State,,,Write-in,0.0,0.0,0.0
Cerro Gordo,Clear Lake - Ward 2,Treasurer of State,,,Write-in,0.0,1.0,1.0
